chr,start,mappability,gc_content,end,NAT_X_SYN_042
1,10300000,0.995387,0.6402,10400000,4664
1,10400000,1,0.63032,10500000,4786
1,10500000,0.997735,0.67485,10600000,3987
1,10600000,0.99984,0.65369,10700000,4649
1,10700000,0.999895,0.63678,10800000,4985
1,10800000,0.998855,0.63738,10900000,4502
1,10900000,0.998595,0.65445,11000000,4659
1,11000000,0.999013,0.66284,11100000,4593
1,11100000,0.981555,0.64855,11200000,5420
1,11200000,0.99973,0.65257,11300000,4218
1,11300000,1,0.65361,11400000,4401
1,11400000,0.997918,0.65163,11500000,4423
1,11500000,0.999135,0.63939,11600000,3974
1,11600000,0.991218,0.65936,11700000,4022
1,11700000,0.975144,0.6656,11800000,10652
1,11800000,0.984249,0.6655,11900000,4031
1,11900000,0.998512,0.64603,12000000,4598
1,12000000,0.984432,0.65147,12100000,4675
1,12100000,0.996075,0.63606,12200000,5209
1,12200000,0.997105,0.65484,12300000,5169
1,12300000,0.993774,0.66699,12400000,4346
1,12400000,1,0.64343,12500000,4612
1,12500000,0.995876,0.65121,12600000,4483
1,12600000,0.954012,0.6438,12700000,4169
1,12700000,0.712791,0.65342,12800000,4618
1,12800000,0.926782,0.66429,12900000,4322
1,12900000,0.994559,0.66278,13000000,12552
1,13000000,0.992564,0.65988,13100000,4318
1,13100000,0.974339,0.64738,13200000,4786
1,13200000,0.99721,0.66826,13300000,4773
1,13300000,0.999725,0.66813,13400000,5483
1,13400000,0.980566,0.65783,13500000,4444
1,13500000,0.999865,0.64033,13600000,4397
1,13600000,0.992751,0.63416,13700000,5052
1,13700000,0.975627,0.63142,13800000,4703
1,13800000,0.969698,0.6461,13900000,4700
1,13900000,0.965919,0.62876,14000000,5270
1,14000000,0.992445,0.63927,14100000,5128
1,14100000,0.996867,0.63816,14200000,4832
1,14200000,0.960418,0.60179,14300000,4366
1,14300000,0.698071,0.6033,14400000,3423
1,14400000,0.826685,0.59042,14500000,4071
1,14500000,0.36676,0.22125,14600000,2616
1,14600000,0.431256,0.3567,14700000,2569
1,14700000,0.293901,0.34227,14800000,2589
1,14800000,0.547223,0.58532,14900000,3655
1,14900000,0.676,0.66469,15000000,4624
1,15000000,0.811162,0.62877,15100000,16523
1,15100000,0.707829,0.62602,15200000,8557
1,15200000,0.565465,0.62769,15300000,5171
1,15300000,0.47393,0.61435,15400000,4268
1,15400000,0.782073,0.58838,15500000,4928
1,15500000,0.99691,0.58747,15600000,10596
1,15600000,0.995284,0.63294,15700000,9856
1,15700000,0.989159,0.63286,15800000,24791
1,15800000,0.929628,0.61971,15900000,5330
1,15900000,0.997036,0.66345,16000000,4316
1,16000000,0.990873,0.63516,16100000,5412
1,16100000,0.997688,0.66037,16200000,4810
1,16200000,0.931633,0.65505,16300000,4321
1,16300000,0.977691,0.63784,16400000,4799
1,16400000,0.997082,0.66263,16500000,6398
1,16500000,0.977292,0.63719,16600000,8187
1,16600000,0.97947,0.63194,16700000,4453
1,16700000,0.998562,0.65553,16800000,4553
1,16800000,0.99818,0.68654,16900000,3685
1,16900000,0.997466,0.66992,17000000,4211
1,17000000,0.945822,0.63975,17100000,5002
1,17100000,0.98111,0.67345,17200000,4599
1,17200000,0.990802,0.65382,17300000,4136
1,17300000,0.99985,0.65418,17400000,5642
1,17400000,0.99924,0.65394,17500000,4671
1,17500000,0.98996,0.66108,17600000,4244
1,17600000,0.993012,0.65066,17700000,4464
1,17700000,1,0.64247,17800000,4572
1,17800000,0.997998,0.64367,17900000,4971
1,17900000,0.998353,0.63125,18000000,5069
1,18000000,0.972581,0.64781,18100000,4600
1,18100000,0.992667,0.64734,18200000,4914
1,18200000,1,0.65355,18300000,4641
1,18300000,0.99859,0.65022,18400000,4213
1,18400000,1,0.65059,18500000,4176
1,18500000,0.99867,0.63427,18600000,4834
1,18600000,0.99746,0.63884,18700000,4658
1,18700000,0.99653,0.65192,18800000,4531
1,18800000,0.985407,0.64268,18900000,4629
1,18900000,0.99959,0.655,19000000,4272
1,19000000,0.999435,0.66513,19100000,4761
1,19100000,0.998665,0.63343,19200000,4703
1,19200000,0.998445,0.6614,19300000,4392
1,19300000,0.980878,0.66413,19400000,4164
1,19400000,0.996423,0.66236,19500000,4118
1,19500000,0.99384,0.65018,19600000,4462
1,19600000,0.99791,0.65546,19700000,4329
1,19700000,0.992679,0.6631,19800000,5088
1,19800000,1,0.64645,19900000,4191
1,19900000,0.99508,0.64761,20000000,4596
1,20000000,0.99783,0.64211,20100000,4469
1,20100000,0.874741,0.66005,20200000,3707
1,20200000,1,0.63295,20300000,4834
1,20300000,0.998375,0.64659,20400000,5723
1,20400000,0.996713,0.66293,20500000,4645
1,20500000,0.999935,0.64174,20600000,4922
1,20600000,0.998707,0.63496,20700000,4897
1,20700000,1,0.63144,20800000,4576
1,20800000,0.996835,0.63195,20900000,4639
1,20900000,0.976937,0.6267,21000000,5165
1,21000000,1,0.65103,21100000,4605
1,21100000,0.999305,0.65864,21200000,5786
1,21200000,0.789782,0.66758,21300000,3744
1,21300000,0.939015,0.65579,21400000,4719
1,21400000,0.996725,0.64764,21500000,4916
1,21500000,0.972129,0.63457,21600000,5079
1,21600000,0.999865,0.66712,21700000,4484
1,21700000,0.804818,0.65388,21800000,3879
1,21800000,0.708607,0.64454,21900000,4176
1,21900000,0.999725,0.66363,22000000,4336
1,22000000,0.99358,0.64876,22100000,4717
1,22100000,0.99913,0.65951,22200000,4681
1,22200000,1,0.64223,22300000,4778
1,22300000,0.998955,0.63309,22400000,5096
1,22400000,0.999004,0.64513,22500000,4969
1,22500000,0.998577,0.65537,22600000,5054
1,22600000,0.993458,0.63286,22700000,4972
1,22700000,1,0.65756,22800000,4581
1,22800000,1,0.67507,22900000,3898
1,22900000,0.997987,0.63273,23000000,5146
1,23000000,1,0.66367,23100000,4488
1,23100000,0.975792,0.65783,23200000,4409
1,23200000,0.985344,0.65141,23300000,4466
1,23300000,0.99502,0.65771,23400000,4657
1,23400000,0.982207,0.64696,23500000,4912
1,23500000,0.991892,0.64135,23600000,4896
1,23600000,0.99918,0.64335,23700000,4910
1,23700000,1,0.64356,23800000,4596
1,23800000,1,0.6387,23900000,4458
1,23900000,0.996198,0.63654,24000000,5170
1,24000000,1,0.63275,24100000,5103
1,24100000,0.99984,0.63233,24200000,4965
1,24200000,0.983425,0.64034,24300000,5580
1,24300000,1,0.657,24400000,4571
1,24400000,0.997263,0.65023,24500000,4993
1,24500000,0.98082,0.66173,24600000,4407
1,24600000,1,0.66913,24700000,4047
1,24700000,0.99744,0.67191,24800000,5527
1,24800000,0.994645,0.65617,24900000,4850
1,24900000,0.997763,0.65253,25000000,4596
1,25000000,0.998003,0.65245,25100000,4554
1,25100000,1,0.65352,25200000,5175
1,25200000,1,0.64052,25300000,5190
1,25300000,0.993695,0.63525,25400000,5237
1,25400000,1,0.63683,25500000,5192
1,25500000,1,0.65774,25600000,4877
1,25600000,0.996866,0.66915,25700000,4328
1,25700000,1,0.65639,25800000,4493
1,25800000,1,0.65925,25900000,4788
1,25900000,1,0.64569,26000000,4842
1,26000000,1,0.63918,26100000,4797
1,26100000,0.994986,0.65482,26200000,4741
1,26200000,0.996365,0.66054,26300000,4629
1,26300000,0.999397,0.65823,26400000,4560
1,26400000,1,0.63518,26500000,5065
1,26500000,1,0.6494,26600000,4596
1,26600000,1,0.64792,26700000,5068
1,26700000,0.99921,0.65242,26800000,4755
1,26800000,0.995455,0.62152,26900000,5569
1,26900000,1,0.63295,27000000,5014
1,27000000,0.991195,0.6541,27100000,4448
1,27100000,1,0.63717,27200000,4826
1,27200000,0.999835,0.63031,27300000,4954
1,27300000,1,0.63471,27400000,4773
1,27400000,0.99994,0.62127,27500000,4801
1,27500000,0.999435,0.63412,27600000,4854
1,27600000,0.99699,0.64661,27700000,4773
1,27700000,1,0.63188,27800000,4814
1,27800000,1,0.62761,27900000,5036
1,27900000,0.998885,0.62125,28000000,5243
1,28000000,1,0.64048,28100000,4776
1,28100000,1,0.62516,28200000,5018
1,28200000,1,0.63608,28300000,4647
1,28300000,1,0.6649,28400000,4529
1,28400000,0.999615,0.6435,28500000,4877
1,28500000,0.997495,0.64329,28600000,4818
1,28600000,1,0.63751,28700000,4984
1,28700000,0.992858,0.64295,28800000,5121
1,28800000,0.989597,0.64564,28900000,4570
1,28900000,0.999755,0.64256,29000000,4737
1,29000000,1,0.6247,29100000,5106
1,29100000,1,0.63126,29200000,4617
1,29200000,0.999915,0.64754,29300000,3592
1,29300000,0.992228,0.66212,29400000,3527
1,29400000,0.997043,0.64599,29500000,3426
1,29500000,1,0.63573,29600000,3565
1,29600000,0.99977,0.62113,29700000,3912
1,29700000,0.99883,0.63097,29800000,3432
1,29800000,1,0.62608,29900000,3785
1,29900000,0.999663,0.62083,30000000,4025
1,30000000,1,0.5919,30100000,4033
1,30100000,1,0.60776,30200000,3641
1,30200000,0.996866,0.63122,30300000,3464
1,30300000,0.99741,0.62546,30400000,3568
2,0,0.830179,0.5373,100000,22320
2,100000,1,0.62728,200000,3596
2,200000,0.998535,0.65132,300000,3395
2,300000,0.999517,0.65299,400000,3005
2,400000,1,0.66339,500000,3036
2,500000,0.970508,0.66558,600000,2834
2,600000,1,0.6673,700000,2998
2,700000,0.991665,0.6633,800000,3436
2,800000,0.964135,0.65657,900000,3670
2,900000,0.988182,0.64919,1000000,2984
2,1000000,0.996608,0.66432,1100000,3226
2,1100000,1,0.66094,1200000,2927
2,1200000,0.995192,0.68645,1300000,2533
2,1300000,0.988692,0.68607,1400000,7318
2,1400000,0.99973,0.66542,1500000,3426
2,1500000,0.995896,0.65225,1600000,3384
2,1600000,0.994001,0.65036,1700000,3239
2,1700000,0.962007,0.65585,1800000,3242
2,1800000,0.984237,0.66063,1900000,20598
2,1900000,0.968323,0.65676,2000000,3443
2,2000000,0.979236,0.64922,2100000,7123
2,2100000,0.994104,0.66765,2200000,3114
2,2200000,0.99721,0.66887,2300000,3769
2,2300000,0.999475,0.64461,2400000,7907
2,2400000,0.986868,0.61901,2500000,3749
2,2500000,0.952506,0.62775,2600000,3327
2,2600000,0.979518,0.63389,2700000,3438
2,2700000,0.995776,0.62624,2800000,3429
2,2800000,0.993787,0.63105,2900000,3672
2,2900000,0.989232,0.65304,3000000,13999
2,3000000,0.988458,0.62744,3100000,3985
2,3100000,0.998446,0.65336,3200000,3961
2,3200000,0.943241,0.58077,3300000,36255
2,3300000,0.95166,0.55439,3400000,52088
2,3400000,0.987345,0.55327,3500000,51593
2,3500000,0.961802,0.62702,3600000,7761
2,3600000,0.915947,0.61537,3700000,79461
2,3700000,0.993928,0.61853,3800000,6064
2,3800000,0.998352,0.60239,3900000,3146
2,3900000,0.988065,0.61908,4000000,4684
2,4000000,0.998087,0.65524,4100000,3327
2,4100000,0.989409,0.61763,4200000,3992
2,4200000,0.980372,0.61342,4300000,4170
2,4300000,0.997205,0.65271,4400000,3215
2,4400000,0.998707,0.6311,4500000,2324
2,4500000,0.993105,0.62525,4600000,4022
2,4600000,0.982389,0.63817,4700000,3919
2,4700000,1,0.64776,4800000,3505
2,4800000,0.943792,0.61658,4900000,4495
2,4900000,0.95968,0.61683,5000000,4050
2,5000000,0.997774,0.63266,5100000,4258
2,5100000,0.990885,0.623,5200000,4184
2,5200000,0.865452,0.59223,5300000,3492
2,5300000,0.997766,0.58769,5400000,3865
2,5400000,0.98725,0.63784,5500000,3777
2,5500000,0.947206,0.62143,5600000,3219
2,5600000,0.998627,0.64492,5700000,3074
2,5700000,0.995767,0.6556,5800000,3161
2,5800000,0.985753,0.6287,5900000,2998
2,5900000,0.974896,0.64836,6000000,3422
2,6000000,0.996637,0.65133,6100000,2551
2,6100000,0.996952,0.637,6200000,3225
2,6200000,0.992941,0.66108,6300000,3587
2,6300000,0.977531,0.66042,6400000,3363
2,6400000,0.991279,0.65911,6500000,4915
2,6500000,0.951774,0.6511,6600000,3265
2,6600000,0.976192,0.6722,6700000,3121
2,6700000,0.981757,0.63252,6800000,3656
2,6800000,0.997422,0.64902,6900000,3230
2,6900000,0.995161,0.65091,7000000,3616
2,7000000,0.996465,0.65109,7100000,4725
2,7100000,0.99749,0.6537,7200000,3874
2,7200000,0.999138,0.65201,7300000,3150
2,7300000,0.99977,0.65511,7400000,3056
2,7400000,0.99828,0.64427,7500000,3506
2,7500000,0.997148,0.64921,7600000,3269
2,7600000,0.99947,0.64458,7700000,3171
2,7700000,1,0.64364,7800000,3204
2,7800000,1,0.66552,7900000,2973
2,7900000,0.999758,0.65863,8000000,5588
2,8000000,0.998792,0.66133,8100000,2995
2,8100000,0.999691,0.64164,8200000,3396
2,8200000,1,0.66214,8300000,3022
2,8300000,0.996164,0.6434,8400000,3497
2,8400000,0.999615,0.65208,8500000,10233
2,8500000,0.999113,0.65767,8600000,4387
2,8600000,0.99874,0.64662,8700000,3182
2,8700000,1,0.63795,8800000,3182
2,8800000,0.998925,0.64372,8900000,3361
2,8900000,0.99518,0.61894,9000000,7305
2,9000000,0.986374,0.63302,9100000,3410
2,9100000,0.99385,0.62146,9200000,3719
2,9200000,0.99775,0.63958,9300000,3716
2,9300000,0.99776,0.64236,9400000,3877
2,9400000,0.99958,0.65322,9500000,3294
2,9500000,0.999248,0.65599,9600000,3047
2,9600000,0.997333,0.66435,9700000,2987
2,9700000,1,0.67198,9800000,11730
2,9800000,0.999803,0.65537,9900000,3953
2,9900000,1,0.64841,10000000,2985
2,10000000,0.966566,0.65939,10100000,3370
2,10100000,0.998995,0.66726,10200000,3230
2,10200000,1,0.64433,10300000,3273
2,10300000,0.999605,0.64233,10400000,3596
2,10400000,0.998527,0.64809,10500000,3961
2,10500000,0.996711,0.65283,10600000,3474
2,10600000,0.993297,0.65436,10700000,7042
2,10700000,1,0.65197,10800000,3346
2,10800000,0.972881,0.63256,10900000,3493
2,10900000,1,0.64215,11000000,3565
2,11000000,0.999915,0.64333,11100000,3640
2,11100000,1,0.64838,11200000,3293
2,11200000,0.999293,0.65103,11300000,3254
2,11300000,0.99895,0.66425,11400000,3197
2,11400000,0.99903,0.64019,11500000,3572
2,11500000,0.999023,0.64658,11600000,3795
2,11600000,1,0.65794,11700000,3532
2,11700000,0.99774,0.64057,11800000,3504
2,11800000,0.999305,0.65334,11900000,3375
2,11900000,0.992996,0.65978,12000000,3231
2,12000000,0.9988,0.65052,12100000,3501
2,12100000,1,0.66509,12200000,3130
2,12200000,1,0.67423,12300000,3593
2,12300000,1,0.66673,12400000,3085
2,12400000,1,0.65013,12500000,3402
2,12500000,0.901526,0.6356,12600000,3342
2,12600000,0.998495,0.62949,12700000,3744
2,12700000,0.993212,0.64516,12800000,3676
2,12800000,0.998779,0.65605,12900000,5134
2,12900000,1,0.64863,13000000,3432
2,13000000,0.999537,0.64629,13100000,3361
2,13100000,0.99505,0.64565,13200000,3327
2,13200000,0.998128,0.66429,13300000,3126
2,13300000,0.996029,0.6495,13400000,3603
2,13400000,0.974011,0.63213,13500000,3422
2,13500000,0.99629,0.62649,13600000,3454
2,13600000,0.99955,0.63619,13700000,3453
2,13700000,0.99981,0.64602,13800000,3478
2,13800000,0.99936,0.63693,13900000,3578
2,13900000,0.99846,0.64576,14000000,3438
2,14000000,1,0.62512,14100000,3982
2,14100000,0.99848,0.63755,14200000,3312
2,14200000,0.99964,0.62993,14300000,3428
2,14300000,0.999324,0.6493,14400000,5459
2,14400000,0.995227,0.63884,14500000,3407
2,14500000,0.999173,0.63399,14600000,3265
2,14600000,0.99965,0.64628,14700000,3266
2,14700000,1,0.62071,14800000,3460
2,14800000,0.99997,0.63567,14900000,3782
2,14900000,0.999482,0.62294,15000000,3757
2,15000000,1,0.63667,15100000,3605
2,15100000,0.999525,0.64957,15200000,3463
2,15200000,1,0.63934,15300000,3511
2,15300000,0.999688,0.63915,15400000,3697
2,15400000,0.999305,0.64534,15500000,3479
2,15500000,0.998797,0.63963,15600000,3329
2,15600000,0.99786,0.63614,15700000,3719
2,15700000,1,0.64362,15800000,4362
2,15800000,1,0.63441,15900000,3497
2,15900000,1,0.64336,16000000,11567
2,16000000,0.98908,0.6456,16100000,3499
2,16100000,1,0.63811,16200000,3792
2,16200000,1,0.63939,16300000,3507
2,16300000,0.99581,0.65155,16400000,3326
2,16400000,1,0.63833,16500000,3364
2,16500000,1,0.63976,16600000,3404
2,16600000,0.999945,0.64554,16700000,3663
2,16700000,1,0.64189,16800000,3469
2,16800000,0.998991,0.64694,16900000,3507
2,16900000,0.997957,0.63366,17000000,3663
2,17000000,0.991079,0.6303,17100000,3611
2,17100000,1,0.63701,17200000,3657
2,17200000,0.9974,0.64982,17300000,3109
2,17300000,0.999565,0.62907,17400000,3566
2,17400000,1,0.63567,17500000,3312
2,17500000,1,0.62713,17600000,3457
2,17600000,1,0.63056,17700000,3435
2,17700000,1,0.63259,17800000,3427
2,17800000,1,0.64011,17900000,3362
2,17900000,1,0.64378,18000000,4067
2,18000000,1,0.63729,18100000,3364
2,18100000,0.99521,0.63092,18200000,3232
2,18200000,1,0.63145,18300000,3424
2,18300000,1,0.64347,18400000,3377
2,18400000,0.999965,0.63844,18500000,3389
2,18500000,0.998745,0.63832,18600000,3259
2,18600000,0.99691,0.63567,18700000,3351
2,18700000,0.997297,0.62331,18800000,3443
2,18800000,1,0.63205,18900000,3348
2,18900000,1,0.61546,19000000,4244
2,19000000,0.99456,0.63345,19100000,3431
2,19100000,0.991315,0.65662,19200000,3077
2,19200000,0.995175,0.64129,19300000,3479
2,19300000,1,0.63274,19400000,3156
2,19400000,1,0.6286,19500000,2723
2,19500000,0.99918,0.61416,19600000,2287
3,0,0.999,0.629,100000,3593
3,100000,1,0.6333,200000,3492
3,200000,1,0.59947,300000,3952
3,300000,1,0.60624,400000,3449
3,400000,0.999785,0.62328,500000,3734
3,500000,0.998937,0.6225,600000,3474
3,600000,1,0.62859,700000,3177
3,700000,0.99653,0.63273,800000,3657
3,800000,1,0.6413,900000,3173
3,900000,0.99423,0.63307,1000000,3708
3,1000000,1,0.63835,1100000,3309
3,1100000,0.993757,0.63279,1200000,3375
3,1200000,0.99961,0.62812,1300000,3111
3,1300000,1,0.63482,1400000,3276
3,1400000,0.9985,0.64646,1500000,3246
3,1500000,0.994045,0.62556,1600000,3185
3,1600000,0.99918,0.62509,1700000,3562
3,1700000,1,0.63858,1800000,3615
3,1800000,1,0.63057,1900000,3412
3,1900000,0.989203,0.62409,2000000,3385
3,2000000,1,0.63289,2100000,3946
3,2100000,0.999265,0.62307,2200000,3494
3,2200000,0.995259,0.61883,2300000,3723
3,2300000,0.994543,0.62642,2400000,3525
3,2400000,1,0.61815,2500000,3543
3,2500000,1,0.63309,2600000,3486
3,2600000,0.999618,0.61424,2700000,3363
3,2700000,0.99549,0.60935,2800000,3408
3,2800000,0.950097,0.63282,2900000,3304
3,2900000,0.990312,0.60997,3000000,3687
3,3000000,0.9985,0.63276,3100000,3383
3,3100000,0.986684,0.6191,3200000,3695
3,3200000,1,0.62778,3300000,3362
3,3300000,1,0.61367,3400000,3695
3,3400000,0.99904,0.6319,3500000,3456
3,3500000,1,0.63527,3600000,3516
3,3600000,1,0.64148,3700000,3427
3,3700000,0.99995,0.63529,3800000,3296
3,3800000,0.979495,0.62545,3900000,3999
3,3900000,0.999705,0.61402,4000000,3486
3,4000000,1,0.62396,4100000,3377
3,4100000,1,0.62333,4200000,3483
3,4200000,1,0.62417,4300000,5065
3,4300000,1,0.62815,4400000,3337
3,4400000,0.99536,0.63743,4500000,3578
3,4500000,0.998667,0.63493,4600000,3576
3,4600000,1,0.62324,4700000,3617
3,4700000,0.9835,0.63877,4800000,3116
3,4800000,0.99958,0.63578,4900000,3448
3,4900000,1,0.62778,5000000,3505
3,5000000,1,0.61453,5100000,3919
3,5100000,0.99901,0.6336,5200000,3291
3,5200000,0.99933,0.64646,5300000,3591
3,5300000,0.99962,0.63867,5400000,3500
3,5400000,1,0.64278,5500000,3380
3,5500000,0.996896,0.63991,5600000,3506
3,5600000,0.998765,0.6422,5700000,3453
3,5700000,0.999077,0.63373,5800000,3656
3,5800000,0.997245,0.64593,5900000,3718
3,5900000,0.996476,0.63547,6000000,3629
3,6000000,0.98344,0.6208,6100000,4947
3,6100000,0.9999,0.62209,6200000,3680
3,6200000,0.999935,0.62526,6300000,3549
3,6300000,0.99531,0.64144,6400000,3521
3,6400000,0.998268,0.63662,6500000,3429
3,6500000,0.99973,0.62903,6600000,3229
3,6600000,1,0.63162,6700000,3182
3,6700000,1,0.64133,6800000,3478
3,6800000,1,0.62649,6900000,3379
3,6900000,0.998352,0.63795,7000000,3477
3,7000000,1,0.61586,7100000,3660
3,7100000,1,0.64403,7200000,10025
3,7200000,0.995653,0.64861,7300000,3529
3,7300000,0.99988,0.63598,7400000,3342
3,7400000,1,0.62684,7500000,3810
3,7500000,1,0.64454,7600000,3641
3,7600000,1,0.64779,7700000,3461
3,7700000,0.975764,0.65726,7800000,3623
3,7800000,0.95281,0.64104,7900000,3530
3,7900000,0.999645,0.65162,8000000,3462
3,8000000,0.990628,0.63881,8100000,3651
3,8100000,0.996718,0.66927,8200000,3033
3,8200000,0.998425,0.67118,8300000,3206
3,8300000,1,0.66963,8400000,3331
3,8400000,0.999665,0.65964,8500000,3486
3,8500000,0.996986,0.64238,8600000,3854
3,8600000,0.99449,0.63287,8700000,3450
3,8700000,0.9929,0.65211,8800000,3480
3,8800000,0.957548,0.64774,8900000,3470
3,8900000,1,0.64864,9000000,2976
3,9000000,0.94017,0.63088,9100000,3574
3,9100000,0.99561,0.63842,9200000,3351
3,9200000,0.99883,0.64283,9300000,3731
3,9300000,0.999334,0.6746,9400000,2918
3,9400000,0.919075,0.65948,9500000,3162
3,9500000,0.999482,0.64687,9600000,3118
3,9600000,0.995786,0.63502,9700000,3310
3,9700000,0.902948,0.64524,9800000,3122
3,9800000,0.9995,0.65692,9900000,3460
3,9900000,0.99953,0.647,10000000,3489
3,10000000,0.994527,0.65071,10100000,4618
3,10100000,0.991433,0.64531,10200000,7578
3,10200000,1,0.65765,10300000,3200
3,10300000,0.997735,0.66244,10400000,3107
3,10400000,0.995823,0.66465,10500000,3111
3,10500000,0.932103,0.66934,10600000,2742
3,10600000,0.99836,0.65361,10700000,3803
3,10700000,0.996093,0.64943,10800000,3509
3,10800000,0.992705,0.67163,10900000,2862
3,10900000,0.998702,0.67073,11000000,7303
3,11000000,0.989674,0.66245,11100000,3137
3,11100000,0.995503,0.65725,11200000,3212
3,11200000,0.999178,0.66777,11300000,3037
3,11300000,0.984814,0.65907,11400000,3711
3,11400000,0.989847,0.64613,11500000,3623
3,11500000,0.971601,0.64522,11600000,3412
3,11600000,0.991147,0.64258,11700000,3784
3,11700000,0.995327,0.67064,11800000,3043
3,11800000,0.998375,0.66799,11900000,3609
3,11900000,0.96442,0.67744,12000000,3262
3,12000000,0.964372,0.62128,12100000,3597
3,12100000,0.997873,0.64262,12200000,3703
3,12200000,0.936921,0.61574,12300000,4327
3,12300000,0.99961,0.63614,12400000,3812
3,12400000,0.983627,0.612,12500000,3571
3,12500000,0.992874,0.60482,12600000,4574
3,12600000,0.982891,0.63323,12700000,8372
3,12700000,0.997095,0.62922,12800000,3310
3,12800000,0.995992,0.64319,12900000,2318
