chr,start,mappability,gc_content,end,sample_H
Group 1,22200000,0.837482,0.545027,22500000,28612
Group 1,22500000,0.874587,0.546327,22800000,23047
Group 1,22800000,0.709448,0.52334,23100000,20354
Group 1,23100000,0.577724,0.519197,23400000,14306
Group 1,23400000,0.541411,0.532437,23700000,22877
Group 1,23700000,0.616813,0.540013,24000000,21944
Group 1,24000000,0.778508,0.53939,24300000,18936
Group 1,24300000,0.900649,0.54781,24600000,23734
Group 1,24600000,0.656512,0.545157,24900000,13083
Group 1,24900000,0.743147,0.536343,25200000,34082
Group 1,25200000,0.906473,0.543843,25500000,23146
Group 1,25500000,0.858681,0.545887,25800000,17079
Group 1,25800000,0.872958,0.558137,26100000,19254
Group 1,26100000,0.940291,0.556833,26400000,19669
Group 1,26400000,0.744993,0.544787,26700000,13351
Group 1,26700000,0.929628,0.56215,27000000,20131
Group 1,27000000,0.890785,0.541367,27300000,19306
Group 1,27300000,0.919722,0.553853,27600000,19614
Group 1,27600000,0.877436,0.543447,27900000,18871
Group 1,27900000,0.912769,0.555537,28200000,17213
Group 1,28200000,0.879275,0.555343,28500000,27769
Group 1,28500000,0.705446,0.531947,28800000,12683
Group 1,28800000,0.708953,0.54203,29100000,20262
Group 1,29100000,0.916897,0.541893,29400000,24081
Group 1,29400000,0.752104,0.535553,29700000,22516
Group 1,29700000,0.547969,0.521397,30000000,17056
Group 1,30000000,0.879651,0.547067,30300000,20644
Group 1,30300000,0.707801,0.557003,30600000,17339
Group 1,30600000,0.802231,0.55008,30900000,18368
Group 1,30900000,0.867551,0.537497,31200000,23160
Group 1,31200000,0.519152,0.535283,31500000,13275
Group 1,31500000,0.813159,0.549847,31800000,29030
Group 1,31800000,0.915322,0.543883,32100000,20161
Group 1,32100000,0.882816,0.542883,32400000,22337
Group 1,32400000,0.746764,0.539987,32700000,17124
Group 1,32700000,0.522547,0.55052,33000000,14438
Group 1,33000000,0.717775,0.534163,33300000,15942
Group 1,33300000,0.742509,0.516937,33600000,18063
Group 1,33600000,0.824806,0.536747,33900000,20315
Group 1,33900000,0.757572,0.551453,34200000,16978
Group 1,34200000,0.792918,0.53821,34500000,11046
Group 1,34500000,0.769057,0.54567,34800000,17460
Group 1,34800000,0.749919,0.5302,35100000,13354
Group 1,35100000,0.80267,0.52744,35400000,18903
Group 1,35400000,0.81889,0.564827,35700000,18572
Group 1,35700000,0.738694,0.544233,36000000,17043
Group 1,36000000,0.95542,0.542653,36300000,19980
Group 1,36300000,0.752695,0.536037,36600000,15276
Group 1,36600000,0.564546,0.509287,36900000,14488
Group 1,36900000,0.718617,0.530017,37200000,18669
Group 1,37200000,0.853573,0.540763,37500000,21332
Group 1,37500000,0.683137,0.550827,37800000,15574
Group 1,37800000,0.759927,0.54621,38100000,16737
Group 1,38100000,0.675399,0.549773,38400000,18388
Group 1,38400000,0.930862,0.536457,38700000,23071
Group 1,38700000,0.930736,0.53052,39000000,25163
Group 1,39000000,0.93769,0.548653,39300000,18941
Group 1,39300000,0.92407,0.5504,39600000,20293
Group 1,39600000,0.938951,0.54434,39900000,18408
Group 1,39900000,0.811555,0.539033,40200000,18303
Group 1,40200000,0.946288,0.561907,40500000,21671
Group 1,40500000,0.898701,0.535257,40800000,27504
Group 1,40800000,0.898831,0.55244,41100000,22251
Group 1,41100000,0.740302,0.560057,41400000,17706
Group 1,41400000,0.664616,0.523887,41700000,18830
Group 1,41700000,0.586805,0.529077,42000000,18432
Group 1,42000000,0.711799,0.537507,42300000,15434
Group 1,42300000,0.625293,0.539603,42600000,16599
Group 1,42600000,0.689417,0.53687,42900000,18451
Group 1,42900000,0.691739,0.55398,43200000,17137
Group 1,43200000,0.932777,0.556833,43500000,18767
Group 1,43500000,0.791453,0.549443,43800000,16281
Group 1,43800000,0.854027,0.53712,44100000,20123
Group 1,44100000,0.821289,0.54869,44400000,18314
Group 1,44400000,0.904022,0.545847,44700000,18807
Group 1,44700000,0.944916,0.52535,45000000,17083
Group 1,45000000,0.867381,0.530743,45300000,16547
Group 1,45300000,0.794205,0.542793,45600000,16181
Group 1,45600000,0.917498,0.545937,45900000,23549
Group 1,45900000,0.890037,0.51914,46200000,18370
Group 1,46200000,0.955893,0.540873,46500000,18781
Group 1,46500000,0.896102,0.532573,46800000,17647
Group 1,46800000,0.953733,0.547183,47100000,14987
Group 1,47100000,0.899854,0.535177,47400000,21017
Group 1,47400000,0.799958,0.54436,47700000,18596
Group 1,47700000,0.884492,0.541783,48000000,15364
Group 1,48000000,0.717555,0.53557,48300000,6547
Group 1,48300000,0.90008,0.542267,48600000,11117
Group 1,48600000,0.834037,0.52463,48900000,21355
Group 1,48900000,0.822837,0.541177,49200000,18399
Group 1,49200000,0.55519,0.517313,49500000,10022
Group 1,49500000,0.909536,0.544603,49800000,18895
Group 1,49800000,0.785328,0.548147,50100000,17378
Group 1,50100000,0.81181,0.531243,50400000,19760
Group 1,50400000,0.711275,0.54056,50700000,18392
Group 1,50700000,0.596264,0.539077,51000000,15122
Group 1,51000000,0.566257,0.52197,51300000,15128
Group 1,51300000,0.797042,0.538917,51600000,18099
Group 1,51600000,0.896432,0.533327,51900000,18376
Group 1,51900000,0.819586,0.537957,52200000,17196
Group 1,52200000,0.820738,0.55333,52500000,18959
Group 1,52500000,0.941668,0.533903,52800000,19995
Group 1,52800000,0.704478,0.548673,53100000,17980
Group 1,53100000,0.73996,0.556597,53400000,17424
Group 1,53400000,0.77515,0.553477,53700000,19738
Group 1,53700000,0.933013,0.55595,54000000,59520
Group 1,54000000,0.864047,0.555923,54300000,20940
Group 1,54300000,0.935294,0.548867,54600000,22219
Group 1,54600000,0.95518,0.55094,54900000,20444
Group 1,54900000,0.741391,0.53063,55200000,17830
Group 1,55200000,0.58978,0.531707,55500000,15698
Group 1,55500000,0.912216,0.5239,55800000,20386
Group 1,55800000,0.954119,0.512333,56100000,21039
Group 1,56100000,0.941938,0.531087,56400000,19648
Group 1,56400000,0.893722,0.5469,56700000,19068
Group 1,56700000,0.937645,0.56088,57000000,21703
Group 1,57000000,0.937579,0.543727,57300000,22968
Group 1,57300000,0.88221,0.535097,57600000,21529
Group 1,57600000,0.870996,0.531337,57900000,19267
Group 1,57900000,0.875424,0.536063,58200000,22288
Group 1,58200000,0.787747,0.55089,58500000,18665
Group 1,58500000,0.88421,0.547243,58800000,19544
Group 1,58800000,0.924284,0.551703,59100000,18989
Group 1,59100000,0.885257,0.54881,59400000,19391
Group 1,59400000,0.674282,0.530573,59700000,14995
Group 1,59700000,0.793245,0.551233,60000000,19267
Group 1,60000000,0.470466,0.555923,60300000,11670
Group 1,60300000,0.890268,0.544983,60600000,22354
Group 1,60600000,0.756141,0.54632,60900000,18667
Group 1,60900000,0.910575,0.53509,61200000,21470
Group 1,61200000,0.961239,0.527963,61500000,23001
Group 1,61500000,0.849682,0.537783,61800000,20036
Group 1,61800000,0.866295,0.543633,62100000,23513
Group 1,62100000,0.792456,0.53274,62400000,20580
Group 1,62400000,0.658007,0.535983,62700000,16016
Group 1,62700000,0.737707,0.547763,63000000,14334
Group 1,63000000,0.92664,0.529467,63300000,16554
Group 1,63300000,0.872576,0.531623,63600000,16762
Group 1,63600000,0.624565,0.533707,63900000,12173
Group 1,63900000,0.780838,0.532507,64200000,18949
Group 1,64200000,0.847725,0.533443,64500000,18418
Group 1,64500000,0.871638,0.538743,64800000,19728
Group 1,64800000,0.898607,0.54312,65100000,20751
Group 1,65100000,0.899126,0.53826,65400000,22751
Group 1,65400000,0.91218,0.551207,65700000,23495
Group 1,65700000,0.932158,0.5315,66000000,21197
Group 1,66000000,0.948459,0.549023,66300000,24465
Group 1,66300000,0.964286,0.539723,66600000,21790
Group 1,66600000,0.846254,0.544377,66900000,24324
Group 1,66900000,0.869205,0.541983,67200000,20740
Group 1,67200000,0.855118,0.53132,67500000,22372
Group 1,67500000,0.599105,0.513263,67800000,13656
Group 1,67800000,0.661023,0.53339,68100000,14659
Group 1,68100000,0.94504,0.535093,68400000,18168
Group 1,68400000,0.924236,0.54684,68700000,21913
Group 1,68700000,0.875131,0.531707,69000000,28035
Group 1,69000000,0.942804,0.548257,69300000,26052
Group 1,69300000,0.94962,0.5502,69600000,18495
Group 1,69600000,0.840623,0.527673,69900000,17275
Group 1,69900000,0.777857,0.531663,70200000,18805
Group 1,70200000,0.950676,0.53868,70500000,19660
Group 1,70500000,0.841655,0.526073,70800000,19426
Group 1,70800000,0.931828,0.541317,71100000,22705
Group 1,71100000,0.705587,0.53514,71400000,19289
Group 1,71400000,0.860859,0.54887,71700000,21383
Group 1,71700000,0.860699,0.543843,72000000,25168
Group 1,72000000,0.755167,0.531353,72300000,19895
Group 1,72300000,0.879146,0.526087,72600000,18792
Group 1,72600000,0.734585,0.538293,72900000,17610
Group 1,72900000,0.481853,0.541387,73200000,12286
Group 1,73200000,0.669965,0.53078,73500000,16080
Group 1,73500000,0.557565,0.569357,73800000,12552
Group 1,73800000,0.805847,0.550117,74100000,17170
Group 1,74100000,0.824846,0.535917,74400000,19577
Group 1,74400000,0.851937,0.54131,74700000,19040
Group 1,74700000,0.812517,0.544167,75000000,16776
Group 1,75000000,0.907131,0.54421,75300000,21117
Group 1,75300000,0.904018,0.541023,75600000,20278
Group 1,75600000,0.939568,0.541453,75900000,21117
Group 1,75900000,0.813645,0.520097,76200000,20231
Group 1,76200000,0.814541,0.52754,76500000,17842
Group 1,76500000,0.461688,0.54121,76800000,11959
Group 1,76800000,0.513,0.54102,77100000,13094
Group 1,77100000,0.543797,0.553313,77400000,17252
Group 1,77400000,0.717267,0.54668,77700000,16914
Group 1,77700000,0.88726,0.51081,78000000,20823
Group 1,78000000,0.874386,0.558617,78300000,22133
Group 1,78300000,0.922778,0.537257,78600000,19644
Group 1,78600000,0.914943,0.53912,78900000,21222
Group 1,78900000,0.729557,0.55315,79200000,17009
Group 1,79200000,0.632433,0.54672,79500000,14128
Group 1,79500000,0.793804,0.54272,79800000,16215
Group 1,79800000,0.927292,0.561433,80100000,20280
Group 1,80100000,0.835152,0.550177,80400000,17605
Group 1,80400000,0.938291,0.548463,80700000,20879
Group 1,80700000,0.939196,0.55631,81000000,22080
Group 1,81000000,0.596587,0.530607,81300000,15155
Group 1,81300000,0.693113,0.54911,81600000,19241
Group 1,81600000,0.616619,0.555983,81900000,14503
Group 1,81900000,0.572441,0.538483,82200000,15720
Group 1,82200000,0.690219,0.543257,82500000,18155
Group 1,82500000,0.93379,0.546583,82800000,20320
Group 1,82800000,0.823118,0.524817,83100000,18550
Group 1,83100000,0.931242,0.526213,83400000,21256
Group 1,83400000,0.853396,0.54404,83700000,22309
Group 1,83700000,0.912612,0.562377,84000000,21099
Group 1,84000000,0.914072,0.55196,84300000,21321
Group 1,84300000,0.681091,0.535427,84600000,16001
Group 1,84600000,0.515047,0.545973,84900000,11383
Group 1,84900000,0.675463,0.532633,85200000,16748
Group 1,85200000,0.948207,0.54587,85500000,20328
Group 1,85500000,0.75493,0.53413,85800000,18660
Group 1,85800000,0.859751,0.53169,86100000,20659
Group 1,86100000,0.9505,0.519017,86400000,21011
Group 1,86400000,0.88794,0.533177,86700000,24007
Group 1,86700000,0.93796,0.511943,87000000,22274
Group 1,87000000,0.622309,0.539273,87300000,16651
Group 1,87300000,0.742951,0.533897,87600000,19950
Group 1,87600000,0.6292,0.546663,87900000,16719
Group 1,87900000,0.807281,0.54168,88200000,18759
Group 1,88200000,0.942889,0.55204,88500000,21601
Group 1,88500000,0.719147,0.544547,88800000,16513
Group 1,88800000,0.904974,0.542783,89100000,22095
Group 1,89100000,0.926054,0.547203,89400000,20737
Group 1,89400000,0.881609,0.536063,89700000,22600
Group 1,89700000,0.875547,0.55582,90000000,19775
Group 1,90000000,0.709669,0.526193,90300000,15456
Group 1,90300000,0.754219,0.518677,90600000,16723
Group 1,90600000,0.905409,0.540333,90900000,21071
Group 1,90900000,0.629108,0.537353,91200000,14071
Group 1,91200000,0.715551,0.53549,91500000,15480
Group 1,91500000,0.799617,0.5441,91800000,17457
Group 1,91800000,0.794008,0.543273,92100000,18058
Group 1,92100000,0.857195,0.544647,92400000,20275
Group 1,92400000,0.910337,0.539313,92700000,21322
Group 1,92700000,0.685418,0.55299,93000000,15191
Group 1,93000000,0.637233,0.52584,93300000,17955
Group 1,93300000,0.927807,0.536147,93600000,20336
Group 1,93600000,0.64116,0.544953,93900000,16287
Group 1,93900000,0.804064,0.55197,94200000,20419
Group 1,94200000,0.910949,0.52941,94500000,22478
Group 1,94500000,0.823692,0.51939,94800000,18116
Group 1,94800000,0.845943,0.55326,95100000,18878
Group 1,95100000,0.805419,0.541,95400000,19777
Group 1,95400000,0.951483,0.54451,95700000,20187
Group 1,95700000,0.95138,0.546017,96000000,19743
Group 1,96000000,0.885478,0.552903,96300000,21777
Group 1,96300000,0.880383,0.53995,96600000,20785
Group 1,96600000,0.702411,0.540337,96900000,21618
Group 1,96900000,0.843819,0.536743,97200000,20822
Group 1,97200000,0.909513,0.523997,97500000,20831
Group 1,97500000,0.875383,0.53685,97800000,22205
Group 1,97800000,0.837468,0.536943,98100000,21408
Group 1,98100000,0.651942,0.534423,98400000,16318
Group 1,98400000,0.917066,0.548743,98700000,23040
Group 1,98700000,0.718609,0.52869,99000000,17496
Group 1,99000000,0.898912,0.54379,99300000,25368
Group 1,99300000,0.891405,0.535727,99600000,19981
Group 1,99600000,0.730863,0.523143,99900000,17112
Group 1,99900000,0.530121,0.51186,100200000,14340
Group 1,100200000,0.856084,0.54462,100500000,20733
Group 1,100500000,0.94193,0.534497,100800000,22705
Group 1,100800000,0.904909,0.52787,101100000,20416
Group 1,101100000,0.793409,0.514767,101400000,21122
Group 1,101400000,0.922615,0.54749,101700000,23437
Group 1,101700000,0.904668,0.533183,102000000,22993
Group 1,102000000,0.927527,0.539563,102300000,21585
Group 1,102300000,0.945367,0.498147,102600000,21181
Group 1,102600000,0.962425,0.538497,102900000,24379
Group 1,102900000,0.936639,0.541133,103200000,22352
Group 1,103200000,0.796744,0.53322,103500000,19472
Group 1,103500000,0.798395,0.506237,103800000,19343
Group 1,103800000,0.633993,0.539777,104100000,16595
Group 1,104100000,0.833571,0.5454,104400000,20205
Group 1,104400000,0.75917,0.56908,104700000,20046
Group 1,104700000,0.926059,0.539723,105000000,21666
Group 1,105000000,0.92777,0.539147,105300000,22649
Group 1,105300000,0.739381,0.531387,105600000,18830
Group 1,105600000,0.610728,0.533237,105900000,13383
Group 1,105900000,0.565682,0.52693,106200000,11792
Group 1,106200000,0.702244,0.526153,106500000,17675
Group 1,106500000,0.893537,0.524857,106800000,21331
Group 1,106800000,0.946306,0.52635,107100000,22096
Group 1,107100000,0.89305,0.5463,107400000,21528
Group 1,107400000,0.717206,0.54957,107700000,17186
Group 1,107700000,0.905487,0.541307,108000000,22380
Group 1,108000000,0.924899,0.53736,108300000,22051
Group 1,108300000,0.863165,0.524817,108600000,23098
Group 1,108600000,0.835834,0.536257,108900000,21525
Group 1,108900000,0.780297,0.540933,109200000,93381
Group 1,109200000,0.86203,0.54346,109500000,20102
Group 1,109500000,0.906645,0.537693,109800000,22976
Group 1,109800000,0.908265,0.522263,110100000,22119
Group 1,110100000,0.89667,0.535897,110400000,24352
Group 1,110400000,0.566694,0.531563,110700000,13080
Group 1,110700000,0.762783,0.516227,111000000,18935
Group 1,111000000,0.912938,0.545493,111300000,23180
Group 1,111300000,0.906023,0.53418,111600000,25604
Group 1,111600000,0.903698,0.541233,111900000,22356
Group 1,111900000,0.946781,0.523013,112200000,21457
Group 1,112200000,0.737775,0.547943,112500000,17480
Group 1,112500000,0.685051,0.546117,112800000,17360
Group 1,112800000,0.950668,0.531427,113100000,22071
Group 1,113100000,0.975906,0.533567,113400000,21491
Group 1,113400000,0.898602,0.546193,113700000,23761
Group 1,113700000,0.75204,0.539753,114000000,18544
Group 1,114000000,0.7266,0.545727,114300000,17719
Group 1,114300000,0.660272,0.533557,114600000,15123
Group 1,114600000,0.612696,0.520677,114900000,14308
Group 1,114900000,0.94734,0.53637,115200000,22128
Group 1,115200000,0.786387,0.536263,115500000,19666
Group 1,115500000,0.895694,0.53952,115800000,22892
Group 1,115800000,0.749827,0.52987,116100000,17482
Group 1,116100000,0.948803,0.533653,116400000,22831
Group 1,116400000,0.937785,0.533197,116700000,20784
Group 1,116700000,0.95528,0.523757,117000000,19694
Group 1,117000000,0.922836,0.534433,117300000,20651
Group 1,117300000,0.717921,0.540023,117600000,18212
Group 1,117600000,0.944647,0.55843,117900000,19974
Group 1,117900000,0.972533,0.50867,118200000,21996
Group 1,118200000,0.900935,0.54277,118500000,20278
Group 1,118500000,0.70011,0.533127,118800000,15786
Group 1,118800000,0.761307,0.532473,119100000,28576
Group 1,119100000,0.813544,0.52273,119400000,20072
Group 1,119400000,0.929024,0.539413,119700000,22763
Group 1,119700000,0.717716,0.525523,120000000,18848
Group 1,120000000,0.945713,0.53419,120300000,24345
Group 1,120300000,0.72396,0.5429,120600000,17827
Group 1,120600000,0.699496,0.558023,120900000,15775
Group 1,120900000,0.525646,0.53146,121200000,13934
Group 1,121200000,0.518384,0.538543,121500000,12615
Group 1,121500000,0.821197,0.513067,121800000,20183
Group 1,121800000,0.933509,0.555923,122100000,20981
Group 1,122100000,0.862726,0.545187,122400000,20694
Group 1,122400000,0.968497,0.536703,122700000,21286
Group 1,122700000,0.837929,0.54138,123000000,20832
Group 1,123000000,0.564672,0.538953,123300000,13139
Group 1,123300000,0.880473,0.551037,123600000,20197
Group 1,123600000,0.499455,0.527033,123900000,12788
Group 1,123900000,0.5142,0.533137,124200000,15037
Group 1,124200000,0.723548,0.52471,124500000,17481
Group 1,124500000,0.790434,0.527693,124800000,17523
Group 1,124800000,0.698448,0.533187,125100000,17346
Group 1,125100000,0.910179,0.545817,125400000,21712
Group 1,125400000,0.751641,0.530497,125700000,18830
Group 1,125700000,0.791944,0.535047,126000000,21031
Group 1,126000000,0.923601,0.528587,126300000,22141
Group 1,126300000,0.923689,0.53933,126600000,23070
Group 1,126600000,0.867388,0.510353,126900000,21266
Group 1,126900000,0.788315,0.539207,127200000,18212
Group 1,127200000,0.92391,0.537267,127500000,21965
Group 1,127500000,0.513619,0.527763,127800000,12342
Group 1,127800000,0.819148,0.555433,128100000,19255
Group 1,128100000,0.654883,0.541497,128400000,12226
Group 1,128400000,0.895875,0.540123,128700000,24564
Group 1,128700000,0.858504,0.53974,129000000,21192
Group 1,129000000,0.887329,0.53673,129300000,20326
Group 1,129300000,0.959277,0.511627,129600000,21524
Group 1,129600000,0.924223,0.533187,129900000,22684
Group 1,129900000,0.610314,0.526587,130200000,15226
Group 1,130200000,0.918525,0.516703,130500000,24221
Group 1,130500000,0.722988,0.563483,130800000,17877
Group 1,130800000,0.739593,0.541413,131100000,17372
Group 1,131100000,0.766207,0.540987,131400000,19666
Group 1,131400000,0.908185,0.543527,131700000,21579
Group 1,131700000,0.93813,0.529977,132000000,20824
Group 1,132000000,0.884709,0.54573,132300000,19773
Group 1,132300000,0.713185,0.528983,132600000,16529
Group 1,132600000,0.756912,0.543387,132900000,19196
Group 1,132900000,0.930611,0.54888,133200000,21598
Group 1,133200000,0.810917,0.552893,133500000,21457
Group 1,133500000,0.910448,0.558183,133800000,21491
Group 1,133800000,0.970093,0.5435,134100000,20975
Group 1,134100000,0.897853,0.533117,134400000,22617
Group 1,134400000,0.916653,0.540957,134700000,21520
Group 1,134700000,0.837653,0.54699,135000000,19529
Group 1,135000000,0.947794,0.542713,135300000,21569
Group 1,135300000,0.60233,0.53777,135600000,15244
Group 1,135600000,0.577358,0.5192,135900000,20386
Group 1,135900000,0.635506,0.52216,136200000,18389
Group 1,136200000,0.758784,0.54043,136500000,17005
Group 1,136500000,0.878176,0.548587,136800000,19584
Group 1,136800000,0.776958,0.524097,137100000,19400
Group 1,137100000,0.812309,0.55088,137400000,19518
Group 1,137400000,0.886935,0.541843,137700000,21052
Group 1,137700000,0.762,0.52605,138000000,18950
Group 1,138000000,0.823049,0.529463,138300000,18244
Group 1,138300000,0.774781,0.522397,138600000,25146
Group 1,138600000,0.880705,0.524607,138900000,20495
Group 1,138900000,0.831592,0.523763,139200000,20901
Group 1,139200000,0.721277,0.519347,139500000,18920
Group 1,139500000,0.909585,0.525763,139800000,21516
Group 1,139800000,0.786615,0.535597,140100000,18710
Group 1,140100000,0.719775,0.53236,140400000,16622
Group 1,140400000,0.714172,0.532473,140700000,15198
Group 1,140700000,0.840939,0.546507,141000000,22628
Group 1,141000000,0.514177,0.530837,141300000,11963
Group 1,141300000,0.814513,0.53101,141600000,20654
Group 1,141600000,0.925491,0.545323,141900000,23249
Group 1,141900000,0.921737,0.533063,142200000,22361
Group 1,142200000,0.807702,0.548787,142500000,18921
Group 1,142500000,0.91989,0.56132,142800000,22914
Group 1,142800000,0.874492,0.547173,143100000,22687
Group 1,143100000,0.590482,0.530643,143400000,21326
Group 1,143400000,0.662734,0.51601,143700000,16426
Group 1,143700000,0.908291,0.531693,144000000,24089
Group 1,144000000,0.942093,0.498707,144300000,20904
Group 1,144300000,0.788246,0.525123,144600000,17916
Group 1,144600000,0.838928,0.541083,144900000,19228
Group 1,144900000,0.931883,0.546433,145200000,23708
Group 1,145200000,0.927723,0.533517,145500000,25967
Group 1,145500000,0.823553,0.54778,145800000,19063
Group 1,145800000,0.815785,0.547547,146100000,20265
Group 1,146100000,0.920699,0.52144,146400000,23772
Group 1,146400000,0.943465,0.547317,146700000,23050
Group 1,146700000,0.908096,0.545083,147000000,22616
Group 1,147000000,0.815238,0.520953,147300000,17685
Group 1,147300000,0.628202,0.515983,147600000,32247
Group 1,147600000,0.767167,0.55304,147900000,16602
Group 1,147900000,0.580753,0.552137,148200000,19875
Group 1,148200000,0.898657,0.5232,148500000,23233
Group 1,148500000,0.956834,0.538873,148800000,22297
Group 1,148800000,0.728208,0.5392,149100000,19113
Group 1,149100000,0.794031,0.537713,149400000,16242
Group 1,149400000,0.85452,0.550907,149700000,19287
Group 1,149700000,0.976603,0.526653,150000000,21013
Group 1,150000000,0.88351,0.515967,150300000,19506
Group 1,150300000,0.968672,0.538023,150600000,20806
Group 1,150600000,0.849038,0.541523,150900000,22972
Group 1,150900000,0.757301,0.534563,151200000,16593
Group 1,151200000,0.843475,0.54776,151500000,21329
Group 1,151500000,0.901774,0.531093,151800000,22149
Group 1,151800000,0.826291,0.52714,152100000,19632
Group 1,152100000,0.953166,0.520307,152400000,21052
Group 1,152400000,0.953635,0.543843,152700000,21795
Group 1,152700000,0.942391,0.551567,153000000,23113
Group 1,153000000,0.779249,0.540707,153300000,16995
Group 1,153300000,0.939215,0.542583,153600000,21557
Group 1,153600000,0.559288,0.538283,153900000,11840
Group 1,153900000,0.930672,0.546663,154200000,20491
Group 1,154200000,0.929022,0.54214,154500000,21293
Group 1,154500000,0.784593,0.529473,154800000,19382
Group 1,154800000,0.794167,0.550673,155100000,18890
Group 1,155100000,0.723588,0.55374,155400000,18242
Group 1,155400000,0.823344,0.540643,155700000,19672
Group 1,155700000,0.873026,0.52463,156000000,24583
Group 1,156000000,0.96161,0.535033,156300000,42649
Group 1,156300000,0.895993,0.537637,156600000,21409
Group 1,156600000,0.966239,0.531993,156900000,20588
Group 1,156900000,0.979695,0.54023,157200000,20454
Group 1,157200000,0.901585,0.544427,157500000,20278
Group 1,157500000,0.972505,0.53311,157800000,20702
Group 1,157800000,0.941112,0.540503,158100000,22149
Group 1,158100000,0.954418,0.53527,158400000,21484
Group 1,158400000,0.876656,0.532993,158700000,22282
Group 1,158700000,0.680366,0.53254,159000000,17726
Group 1,159000000,0.724076,0.521497,159300000,17931
Group 1,159300000,0.91882,0.543567,159600000,19264
Group 1,159600000,0.865145,0.52479,159900000,19840
Group 1,159900000,0.859262,0.519687,160200000,19207
Group 1,160200000,0.97548,0.540803,160500000,20784
Group 1,160500000,0.71495,0.51495,160800000,17024
Group 1,160800000,0.811599,0.53167,161100000,19198
